*Scheduled	Actual
07/20/1980 8:10 AM	07/20/1980 8:12 AM
07/20/1980 8:15 AM	07/20/1980 8:20 AM
07/20/1980 8:30 AM	07/20/1980 8:37 AM
07/20/1980 9:00 AM	07/20/1980 9:01 AM
07/20/1980 9:30 AM	07/20/1980 9:30 AM
07/20/1980 9:35 AM	07/20/1980 9:39 AM
07/20/1980 10:00 AM	07/20/1980 10:00 AM
07/20/1980 10:03 AM	07/20/1980 10:10 AM
07/20/1980 10:20 AM	07/20/1980 10:21 AM
07/20/1980 10:35 AM	07/20/1980 10:37 AM
07/20/1980 10:52 AM	07/20/1980 10:53 AM
07/20/1980 11:00 AM	07/20/1980 11:05 AM
07/20/1980 11:00 AM	07/20/1980 11:00 AM
07/20/1980 11:02 AM	07/20/1980 11:02 AM
07/20/1980 11:20 AM	07/20/1980 11:21 AM
07/20/1980 11:33 AM	07/20/1980 11:33 AM
07/20/1980 11:35 AM	07/20/1980 11:35 AM
07/20/1980 12:00 PM	07/20/1980 12:00 PM
07/20/1980 12:03 PM	07/20/1980 1:01 PM
07/20/1980 12:05 PM	07/20/1980 12:05 PM
07/20/1980 12:30 PM	07/20/1980 1:41 PM
07/20/1980 12:35 PM	07/20/1980 12:42 PM
07/20/1980 1:00 PM	07/20/1980 1:04 PM
07/20/1980 1:03 PM	07/20/1980 1:13 PM
07/20/1980 1:20 PM	07/20/1980 1:21 PM
07/20/1980 2:00 PM	07/20/1980 2:01 PM
07/20/1980 2:00 PM	07/20/1980 2:00 PM
07/20/1980 2:02 PM	07/20/1980 2:11 PM
07/20/1980 2:11 PM	07/20/1980 2:15 PM
07/20/1980 2:15 PM	07/20/1980 2:17 PM
07/20/1980 2:20 PM	07/20/1980 2:20 PM
07/20/1980 2:44 PM	07/20/1980 2:44 PM
07/20/1980 3:00 PM	07/20/1980 3:04 PM
07/20/1980 3:00 PM	07/20/1980 3:02 PM
07/20/1980 3:05 PM	07/20/1980 3:08 PM
07/20/1980 3:15 PM	07/20/1980 3:15 PM
07/20/1980 3:15 PM	07/20/1980 3:15 PM
07/20/1980 3:30 PM	07/20/1980 3:33 PM
07/20/1980 3:35 PM	07/20/1980 3:39 PM
07/20/1980 3:40 PM	07/20/1980 3:45 PM
07/20/1980 4:00 PM	07/20/1980 4:06 PM
07/20/1980 4:00 PM	07/20/1980 4:00 PM
07/20/1980 4:03 PM	07/20/1980 4:03 PM
07/20/1980 4:05 PM	07/20/1980 4:06 PM
07/20/1980 4:40 PM	07/20/1980 4:41 PM
07/20/1980 4:42 PM	07/20/1980 6:11 PM
07/20/1980 5:00 PM	07/20/1980 5:00 PM
07/20/1980 5:00 PM	07/20/1980 5:00 PM
07/20/1980 5:10 PM	07/20/1980 5:16 PM
07/20/1980 5:39 PM	07/20/1980 6:01 PM
07/20/1980 5:42 PM	07/20/1980 7:30 PM
07/20/1980 5:47 PM	07/20/1980 5:50 PM
07/20/1980 6:00 PM	07/20/1980 6:26 PM
07/20/1980 6:00 PM	07/20/1980 6:29 PM
07/20/1980 6:25 PM	07/20/1980 7:09 PM
07/20/1980 6:35 PM	07/20/1980 7:17 PM
07/20/1980 6:45 PM	07/20/1980 7:47 PM
07/20/1980 6:45 PM	07/20/1980 7:10 PM
07/20/1980 7:00 PM	07/20/1980 7:12 PM
07/20/1980 7:00 PM	07/20/1980 7:43 PM
07/20/1980 7:15 PM	07/20/1980 7:57 PM
07/20/1980 7:40 PM	07/20/1980 8:00 PM
07/20/1980 7:50 PM	07/20/1980 8:17 PM
07/20/1980 8:00 PM	07/20/1980 8:13 PM
07/20/1980 8:55 PM	07/20/1980 8:55 PM
07/20/1980 9:05 PM	07/20/1980 9:19 PM
07/20/1980 9:10 PM	07/20/1980 9:11 PM
07/20/1980 10:05 PM	07/20/1980 10:20 PM
07/20/1980 10:45 PM	07/20/1980 10:45 PM
07/20/1980 11:15 PM	07/20/1980 11:15 PM
07/21/1980 2:40 AM	07/21/1980 2:40 AM
07/21/1980 3:00 AM	
07/21/1980 4:40 AM	07/21/1980 4:40 AM
07/21/1980 5:30 AM	07/21/1980 5:30 AM
07/21/1980 6:00 AM	07/21/1980 6:00 AM
07/21/1980 6:05 AM	07/21/1980 6:07 AM
07/21/1980 6:10 AM	07/21/1980 6:11 AM
07/21/1980 6:20 AM	07/21/1980 6:22 AM
07/21/1980 6:55 AM	07/21/1980 6:55 AM
07/21/1980 7:00 AM	07/21/1980 7:00 AM
07/21/1980 7:05 AM	07/21/1980 7:05 AM
07/21/1980 7:15 AM	07/21/1980 7:17 AM
07/21/1980 7:17 AM	07/21/1980 7:20 AM
07/21/1980 7:25 AM	07/21/1980 7:25 AM
07/21/1980 8:00 AM	07/21/1980 8:00 AM
07/21/1980 8:00 AM	07/21/1980 8:02 AM
07/21/1980 8:10 AM	07/21/1980 8:11 AM
07/21/1980 8:15 AM	07/21/1980 8:16 AM
07/21/1980 8:30 AM	07/21/1980 8:30 AM
07/21/1980 9:00 AM	07/21/1980 9:21 AM
07/21/1980 9:30 AM	07/21/1980 9:34 AM
07/21/1980 9:35 AM	07/21/1980 9:37 AM
07/21/1980 10:00 AM	07/21/1980 10:00 AM
07/21/1980 10:03 AM	07/21/1980 10:04 AM
07/21/1980 10:20 AM	07/21/1980 10:20 AM
07/21/1980 10:35 AM	07/21/1980 10:51 AM
07/21/1980 10:52 AM	07/21/1980 10:52 AM
07/21/1980 11:00 AM	07/21/1980 11:42 AM
07/21/1980 11:00 AM	07/21/1980 11:01 AM
07/21/1980 11:02 AM	07/21/1980 12:02 PM
07/21/1980 11:20 AM	07/21/1980 11:20 AM
07/21/1980 11:33 AM	07/21/1980 11:44 AM
07/21/1980 11:35 AM	07/21/1980 11:35 AM
07/21/1980 12:00 PM	07/21/1980 12:00 PM
07/21/1980 12:03 PM	07/21/1980 12:03 PM
07/21/1980 12:05 PM	07/21/1980 12:05 PM
07/21/1980 12:30 PM	07/21/1980 12:53 PM
07/21/1980 12:35 PM	07/21/1980 12:44 PM
07/21/1980 1:00 PM	07/21/1980 1:01 PM
07/21/1980 1:03 PM	07/21/1980 1:03 PM
07/21/1980 1:20 PM	07/21/1980 1:21 PM
07/21/1980 2:00 PM	07/21/1980 2:00 PM
07/21/1980 2:00 PM	07/21/1980 2:00 PM
07/21/1980 2:02 PM	07/21/1980 2:05 PM
07/21/1980 2:11 PM	07/21/1980 2:12 PM
07/21/1980 2:15 PM	07/21/1980 2:17 PM
07/21/1980 2:20 PM	07/21/1980 2:20 PM
07/21/1980 2:44 PM	07/21/1980 2:44 PM
07/21/1980 3:00 PM	07/21/1980 3:02 PM
07/21/1980 3:00 PM	07/21/1980 3:00 PM
07/21/1980 3:05 PM	07/21/1980 3:06 PM
07/21/1980 3:15 PM	07/21/1980 3:15 PM
07/21/1980 3:15 PM	07/21/1980 3:15 PM
07/21/1980 3:30 PM	07/21/1980 3:30 PM
07/21/1980 3:35 PM	07/21/1980 3:37 PM
07/21/1980 3:40 PM	07/21/1980 3:40 PM
07/21/1980 4:00 PM	07/21/1980 4:00 PM
07/21/1980 4:00 PM	07/21/1980 4:00 PM
07/21/1980 4:03 PM	07/21/1980 4:03 PM
07/21/1980 4:05 PM	07/21/1980 4:05 PM
07/21/1980 4:40 PM	07/21/1980 4:40 PM
07/21/1980 4:42 PM	07/21/1980 4:42 PM
07/21/1980 5:00 PM	07/21/1980 5:19 PM
07/21/1980 5:00 PM	07/21/1980 5:00 PM
07/21/1980 5:10 PM	07/21/1980 5:10 PM
07/21/1980 5:39 PM	07/21/1980 5:51 PM
07/21/1980 5:42 PM	07/21/1980 6:32 PM
07/21/1980 5:47 PM	07/21/1980 5:47 PM
07/21/1980 6:00 PM	07/21/1980 6:02 PM
07/21/1980 6:00 PM	07/21/1980 6:00 PM
07/21/1980 6:25 PM	07/21/1980 6:27 PM
07/21/1980 6:35 PM	07/21/1980 6:35 PM
07/21/1980 6:45 PM	07/21/1980 6:45 PM
07/21/1980 6:45 PM	07/21/1980 6:47 PM
07/21/1980 7:00 PM	07/21/1980 7:35 PM
07/21/1980 7:00 PM	07/21/1980 7:06 PM
07/21/1980 7:15 PM	07/21/1980 7:15 PM
07/21/1980 7:40 PM	07/21/1980 8:04 PM
07/21/1980 7:50 PM	07/21/1980 7:50 PM
07/21/1980 8:00 PM	07/21/1980 8:09 PM
07/21/1980 8:55 PM	07/21/1980 8:55 PM
07/21/1980 9:05 PM	07/21/1980 9:27 PM
07/21/1980 9:10 PM	07/21/1980 9:10 PM
07/21/1980 10:05 PM	07/21/1980 10:10 PM
07/21/1980 10:45 PM	07/21/1980 10:52 PM
07/21/1980 11:15 PM	07/21/1980 11:15 PM
07/22/1980 2:40 AM	07/22/1980 2:53 AM
07/22/1980 3:00 AM	07/22/1980 4:25 AM
07/22/1980 4:40 AM	07/22/1980 4:42 AM
07/22/1980 5:30 AM	07/22/1980 6:30 AM
07/22/1980 6:00 AM	07/22/1980 6:25 AM
07/22/1980 6:05 AM	07/22/1980 6:57 AM
07/22/1980 6:10 AM	07/22/1980 6:50 AM
07/22/1980 6:20 AM	07/22/1980 6:28 AM
07/22/1980 6:45 AM	07/22/1980 7:10 AM
07/22/1980 6:55 AM	07/22/1980 6:56 AM
07/22/1980 7:00 AM	07/22/1980 7:06 AM
07/22/1980 7:05 AM	07/22/1980 7:38 AM
07/22/1980 7:15 AM	07/22/1980 7:54 AM
07/22/1980 7:17 AM	07/22/1980 7:52 AM
07/22/1980 7:25 AM	07/22/1980 7:40 AM
07/22/1980 8:00 AM	07/22/1980 8:07 AM
07/22/1980 8:00 AM	07/22/1980 8:38 AM
07/22/1980 8:10 AM	07/22/1980 8:13 AM
07/22/1980 8:15 AM	07/22/1980 8:26 AM
07/22/1980 8:30 AM	07/22/1980 10:40 AM
07/22/1980 9:00 AM	07/22/1980 9:00 AM
07/22/1980 9:30 AM	07/22/1980 9:36 AM
07/22/1980 9:35 AM	07/22/1980 9:49 AM
07/22/1980 10:00 AM	07/22/1980 10:03 AM
07/22/1980 10:03 AM	07/22/1980 10:27 AM
07/22/1980 10:20 AM	07/22/1980 10:26 AM
07/22/1980 10:35 AM	07/22/1980 10:38 AM
07/22/1980 10:52 AM	07/22/1980 10:52 AM
07/22/1980 11:00 AM	07/22/1980 11:16 AM
07/22/1980 11:00 AM	07/22/1980 11:00 AM
07/22/1980 11:02 AM	07/22/1980 11:03 AM
07/22/1980 11:20 AM	07/22/1980 11:20 AM
07/22/1980 11:33 AM	07/22/1980 11:34 AM
07/22/1980 11:35 AM	07/22/1980 11:35 AM
07/22/1980 12:00 PM	07/22/1980 12:00 PM
07/22/1980 12:03 PM	07/22/1980 12:03 PM
07/22/1980 12:05 PM	07/22/1980 12:06 PM
07/22/1980 12:30 PM	07/22/1980 12:30 PM
07/22/1980 12:35 PM	07/22/1980 12:43 PM
07/22/1980 1:00 PM	07/22/1980 1:16 PM
07/22/1980 1:03 PM	07/22/1980 1:03 PM
07/22/1980 1:20 PM	07/22/1980 1:20 PM
07/22/1980 2:00 PM	07/22/1980 2:00 PM
07/22/1980 2:00 PM	07/22/1980 2:00 PM
07/22/1980 2:02 PM	07/22/1980 2:15 PM
07/22/1980 2:11 PM	07/22/1980 2:11 PM
07/22/1980 2:15 PM	07/22/1980 2:17 PM
07/22/1980 2:20 PM	07/22/1980 2:21 PM
07/22/1980 2:44 PM	07/22/1980 2:45 PM
07/22/1980 3:00 PM	07/22/1980 3:00 PM
07/22/1980 3:00 PM	07/22/1980 3:00 PM
07/22/1980 3:05 PM	07/22/1980 3:05 PM
07/22/1980 3:15 PM	07/22/1980 3:16 PM
07/22/1980 3:15 PM	07/22/1980 3:16 PM
07/22/1980 3:30 PM	07/22/1980 3:41 PM
07/22/1980 3:35 PM	07/22/1980 3:55 PM
07/22/1980 3:40 PM	07/22/1980 3:44 PM
07/22/1980 4:00 PM	07/22/1980 4:00 PM
07/22/1980 4:00 PM	07/22/1980 4:04 PM
07/22/1980 4:03 PM	07/22/1980 4:03 PM
07/22/1980 4:05 PM	07/22/1980 4:05 PM
07/22/1980 4:40 PM	07/22/1980 5:46 PM
07/22/1980 4:42 PM	07/22/1980 4:42 PM
07/22/1980 5:00 PM	07/22/1980 5:01 PM
07/22/1980 5:00 PM	07/22/1980 5:00 PM
07/22/1980 5:10 PM	07/22/1980 5:10 PM
07/22/1980 5:39 PM	07/22/1980 5:44 PM
07/22/1980 5:42 PM	07/22/1980 6:00 PM
07/22/1980 5:47 PM	07/22/1980 6:17 PM
07/22/1980 6:00 PM	07/22/1980 6:00 PM
07/22/1980 6:00 PM	07/22/1980 6:07 PM
07/22/1980 6:25 PM	07/22/1980 6:26 PM
07/22/1980 6:35 PM	07/22/1980 6:35 PM
07/22/1980 6:45 PM	07/22/1980 6:50 PM
07/22/1980 6:45 PM	07/22/1980 6:46 PM
07/22/1980 7:00 PM	07/22/1980 7:00 PM
07/22/1980 7:00 PM	07/22/1980 7:05 PM
07/22/1980 7:15 PM	07/22/1980 7:35 PM
07/22/1980 7:40 PM	07/22/1980 7:40 PM
07/22/1980 7:50 PM	07/22/1980 7:50 PM
07/22/1980 8:00 PM	07/22/1980 8:26 PM
07/22/1980 8:55 PM	07/22/1980 8:59 PM
07/22/1980 9:05 PM	07/22/1980 9:22 PM
07/22/1980 9:10 PM	07/22/1980 9:10 PM
07/22/1980 10:05 PM	07/22/1980 10:14 PM
07/22/1980 10:45 PM	07/22/1980 10:45 PM
07/22/1980 11:15 PM	07/22/1980 11:21 PM
07/23/1980 2:40 AM	07/23/1980 2:40 AM
07/23/1980 3:00 AM	07/23/1980 3:00 AM
07/23/1980 4:40 AM	07/23/1980 4:41 AM
07/23/1980 5:30 AM	07/23/1980 5:30 AM
07/23/1980 6:00 AM	07/23/1980 6:00 AM
07/23/1980 6:05 AM	07/23/1980 6:05 AM
07/23/1980 6:10 AM	07/23/1980 6:10 AM
07/23/1980 6:20 AM	07/23/1980 6:22 AM
07/23/1980 6:55 AM	07/23/1980 6:55 AM
07/23/1980 7:00 AM	07/23/1980 7:00 AM
07/23/1980 7:05 AM	07/23/1980 7:05 AM
07/23/1980 7:15 AM	07/23/1980 7:17 AM
07/23/1980 7:17 AM	07/23/1980 7:19 AM
07/23/1980 7:25 AM	07/23/1980 7:30 AM
07/23/1980 8:00 AM	07/23/1980 8:00 AM
07/23/1980 8:00 AM	07/23/1980 8:13 AM
07/23/1980 8:10 AM	07/23/1980 8:10 AM
07/23/1980 8:15 AM	07/23/1980 8:15 AM
07/23/1980 8:30 AM	07/23/1980 8:59 AM
07/23/1980 9:00 AM	07/23/1980 9:00 AM
07/23/1980 9:30 AM	07/23/1980 9:30 AM
07/23/1980 9:35 AM	07/23/1980 9:36 AM
07/23/1980 10:00 AM	07/23/1980 10:00 AM
07/23/1980 10:03 AM	07/23/1980 10:04 AM
07/23/1980 10:20 AM	07/23/1980 10:20 AM
07/23/1980 10:35 AM	07/23/1980 10:38 AM
07/23/1980 10:52 AM	07/23/1980 10:55 AM
07/23/1980 11:00 AM	07/23/1980 11:12 AM
07/23/1980 11:00 AM	07/23/1980 11:07 AM
07/23/1980 11:02 AM	07/23/1980 11:02 AM
07/23/1980 11:20 AM	07/23/1980 11:20 AM
07/23/1980 11:33 AM	07/23/1980 11:33 AM
07/23/1980 11:35 AM	07/23/1980 11:35 AM
07/23/1980 12:00 PM	07/23/1980 12:00 PM
07/23/1980 12:03 PM	07/23/1980 12:04 PM
07/23/1980 12:05 PM	07/23/1980 12:05 PM
07/23/1980 12:30 PM	07/23/1980 12:30 PM
07/23/1980 12:35 PM	07/23/1980 12:36 PM
07/23/1980 1:00 PM	07/23/1980 1:00 PM
07/23/1980 1:03 PM	07/23/1980 1:03 PM
07/23/1980 1:20 PM	07/23/1980 1:20 PM
07/23/1980 2:00 PM	07/23/1980 2:00 PM
07/23/1980 2:00 PM	07/23/1980 2:00 PM
07/23/1980 2:02 PM	07/23/1980 2:15 PM
07/23/1980 2:11 PM	07/23/1980 2:11 PM
07/23/1980 2:15 PM	07/23/1980 2:17 PM
07/23/1980 2:20 PM	07/23/1980 2:20 PM
07/23/1980 2:44 PM	07/23/1980 2:44 PM
07/23/1980 3:00 PM	07/23/1980 3:00 PM
07/23/1980 3:00 PM	07/23/1980 3:00 PM
07/23/1980 3:05 PM	07/23/1980 3:06 PM
07/23/1980 3:15 PM	07/23/1980 4:19 PM
07/23/1980 3:15 PM	07/23/1980 3:17 PM
07/23/1980 3:30 PM	07/23/1980 3:35 PM
07/23/1980 3:35 PM	07/23/1980 3:52 PM
07/23/1980 3:40 PM	07/23/1980 3:41 PM
07/23/1980 4:00 PM	07/23/1980 4:11 PM
07/23/1980 4:00 PM	07/23/1980 4:03 PM
07/23/1980 4:03 PM	07/23/1980 4:03 PM
07/23/1980 4:05 PM	07/23/1980 4:05 PM
07/23/1980 4:40 PM	07/23/1980 4:40 PM
07/23/1980 4:42 PM	07/23/1980 4:45 PM
07/23/1980 5:00 PM	07/23/1980 5:00 PM
07/23/1980 5:00 PM	07/23/1980 5:00 PM
07/23/1980 5:10 PM	07/23/1980 5:10 PM
07/23/1980 5:39 PM	07/23/1980 5:40 PM
07/23/1980 5:42 PM	07/23/1980 7:54 PM
07/23/1980 5:47 PM	07/23/1980 5:50 PM
07/23/1980 6:00 PM	07/23/1980 6:01 PM
07/23/1980 6:00 PM	07/23/1980 6:08 PM
07/23/1980 6:25 PM	07/23/1980 6:25 PM
07/23/1980 6:35 PM	07/23/1980 6:36 PM
07/23/1980 6:45 PM	07/23/1980 6:50 PM
07/23/1980 6:45 PM	07/23/1980 6:53 PM
07/23/1980 7:00 PM	07/23/1980 7:02 PM
07/23/1980 7:00 PM	07/23/1980 7:08 PM
07/23/1980 7:15 PM	07/23/1980 7:17 PM
07/23/1980 7:40 PM	07/23/1980 7:40 PM
07/23/1980 7:50 PM	07/23/1980 7:50 PM
07/23/1980 8:00 PM	07/23/1980 8:02 PM
07/23/1980 8:55 PM	07/23/1980 8:55 PM
07/23/1980 9:05 PM	07/23/1980 9:05 PM
07/23/1980 9:10 PM	07/23/1980 9:10 PM
07/23/1980 10:05 PM	07/23/1980 10:05 PM
07/23/1980 10:45 PM	07/23/1980 10:45 PM
07/23/1980 11:15 PM	07/23/1980 11:18 PM
07/24/1980 2:40 AM	07/24/1980 5:26 AM
07/24/1980 3:00 AM	07/24/1980 3:00 AM
07/24/1980 4:40 AM	07/24/1980 5:21 AM
07/24/1980 5:30 AM	07/24/1980 5:35 AM
07/24/1980 6:00 AM	07/24/1980 6:00 AM
07/24/1980 6:05 AM	07/24/1980 6:05 AM
07/24/1980 6:10 AM	07/24/1980 7:03 AM
07/24/1980 6:20 AM	07/24/1980 6:21 AM
07/24/1980 6:45 AM	07/24/1980 6:45 AM
07/24/1980 6:55 AM	07/24/1980 6:55 AM
07/24/1980 7:00 AM	07/24/1980 7:00 AM
07/24/1980 7:05 AM	07/24/1980 7:07 AM
07/24/1980 7:15 AM	07/24/1980 7:36 AM
07/24/1980 7:17 AM	07/24/1980 7:19 AM
07/24/1980 7:25 AM	07/24/1980 7:25 AM
07/24/1980 8:00 AM	07/24/1980 8:00 AM
07/24/1980 8:00 AM	07/24/1980 8:00 AM
07/24/1980 8:10 AM	07/24/1980 8:13 AM
07/24/1980 8:15 AM	07/24/1980 8:19 AM
07/24/1980 8:30 AM	07/24/1980 8:40 AM
07/24/1980 9:00 AM	07/24/1980 9:11 AM
07/24/1980 9:30 AM	07/24/1980 9:30 AM
07/24/1980 9:35 AM	07/24/1980 9:38 AM
07/24/1980 10:00 AM	07/24/1980 10:00 AM
07/24/1980 10:03 AM	07/24/1980 10:03 AM
07/24/1980 10:20 AM	07/24/1980 10:23 AM
07/24/1980 10:35 AM	07/24/1980 10:36 AM
07/24/1980 10:52 AM	07/24/1980 10:52 AM
07/24/1980 11:00 AM	07/24/1980 11:45 AM
07/24/1980 11:00 AM	07/24/1980 11:01 AM
07/24/1980 11:02 AM	07/24/1980 11:05 AM
07/24/1980 11:20 AM	07/24/1980 11:21 AM
07/24/1980 11:33 AM	07/24/1980 11:50 AM
07/24/1980 11:35 AM	07/24/1980 11:35 AM
07/24/1980 12:00 PM	07/24/1980 12:00 PM
07/24/1980 12:03 PM	07/24/1980 12:09 PM
07/24/1980 12:05 PM	07/24/1980 12:05 PM
07/24/1980 12:30 PM	07/24/1980 12:30 PM
07/24/1980 12:35 PM	07/24/1980 12:38 PM
07/24/1980 1:00 PM	07/24/1980 1:00 PM
07/24/1980 1:03 PM	07/24/1980 1:20 PM
07/24/1980 1:09 PM	07/24/1980 1:09 PM
07/24/1980 1:20 PM	07/24/1980 1:22 PM
07/24/1980 2:00 PM	07/24/1980 2:14 PM
07/24/1980 2:00 PM	07/24/1980 2:00 PM
07/24/1980 2:02 PM	07/24/1980 2:04 PM
07/24/1980 2:11 PM	07/24/1980 2:11 PM
07/24/1980 2:15 PM	07/24/1980 2:15 PM
07/24/1980 2:20 PM	07/24/1980 2:20 PM
07/24/1980 2:44 PM	07/24/1980 2:44 PM
07/24/1980 3:00 PM	07/24/1980 3:01 PM
07/24/1980 3:00 PM	07/24/1980 3:06 PM
07/24/1980 3:05 PM	07/24/1980 3:05 PM
07/24/1980 3:15 PM	07/24/1980 3:22 PM
07/24/1980 3:15 PM	07/24/1980 3:15 PM
07/24/1980 3:30 PM	07/24/1980 3:37 PM
07/24/1980 3:35 PM	07/24/1980 3:44 PM
07/24/1980 3:40 PM	07/24/1980 3:43 PM
07/24/1980 4:00 PM	07/24/1980 4:04 PM
07/24/1980 4:00 PM	07/24/1980 4:06 PM
07/24/1980 4:03 PM	07/24/1980 4:03 PM
07/24/1980 4:05 PM	07/24/1980 4:06 PM
07/24/1980 4:40 PM	07/24/1980 4:42 PM
07/24/1980 4:42 PM	07/24/1980 4:44 PM
07/24/1980 5:00 PM	07/24/1980 5:11 PM
07/24/1980 5:00 PM	07/24/1980 5:08 PM
07/24/1980 5:10 PM	07/24/1980 5:10 PM
07/24/1980 5:39 PM	07/24/1980 5:44 PM
07/24/1980 5:42 PM	07/24/1980 6:39 PM
07/24/1980 5:47 PM	07/24/1980 5:50 PM
07/24/1980 6:00 PM	07/24/1980 6:02 PM
07/24/1980 6:00 PM	07/24/1980 6:18 PM
07/24/1980 6:25 PM	07/24/1980 6:41 PM
07/24/1980 6:35 PM	07/24/1980 6:35 PM
07/24/1980 6:45 PM	07/24/1980 7:10 PM
07/24/1980 6:45 PM	07/24/1980 6:49 PM
07/24/1980 7:00 PM	07/24/1980 7:01 PM
07/24/1980 7:00 PM	07/24/1980 7:20 PM
07/24/1980 7:15 PM	07/24/1980 7:22 PM
07/24/1980 7:40 PM	07/24/1980 7:54 PM
07/24/1980 7:50 PM	07/24/1980 7:50 PM
07/24/1980 8:00 PM	07/24/1980 8:18 PM
07/24/1980 8:55 PM	07/24/1980 8:55 PM
07/24/1980 8:57 PM	07/24/1980 9:01 PM
07/24/1980 9:05 PM	07/24/1980 9:08 PM
07/24/1980 9:10 PM	07/24/1980 9:12 PM
07/24/1980 10:05 PM	07/24/1980 10:09 PM
07/24/1980 10:45 PM	07/24/1980 10:48 PM
07/24/1980 11:15 PM	07/24/1980 11:24 PM
07/25/1980 2:40 AM	07/25/1980 2:40 AM
07/25/1980 3:00 AM	07/25/1980 4:44 AM
07/25/1980 5:45 AM	07/25/1980 5:45 AM
07/25/1980 6:05 AM	07/25/1980 6:10 AM
07/25/1980 6:45 AM	07/25/1980 6:45 AM
07/25/1980 7:00 AM	07/25/1980 7:00 AM
07/25/1980 7:00 AM	07/25/1980 7:00 AM
07/25/1980 7:05 AM	07/25/1980 7:05 AM
07/25/1980 7:15 AM	07/25/1980 7:15 AM
07/25/1980 8:00 AM	07/25/1980 8:00 AM
07/25/1980 8:03 AM	07/25/1980 8:04 AM
07/25/1980 8:05 AM	07/25/1980 8:05 AM
07/25/1980 8:15 AM	07/25/1980 8:15 AM
07/25/1980 9:00 AM	07/25/1980 9:02 AM
07/25/1980 9:05 AM	07/25/1980 9:05 AM
07/25/1980 9:09 AM	07/25/1980 9:10 AM
07/25/1980 10:00 AM	07/25/1980 10:04 AM
07/25/1980 10:00 AM	07/25/1980 10:00 AM
07/25/1980 10:05 AM	07/25/1980 10:34 AM
07/25/1980 10:20 AM	07/25/1980 10:20 AM
07/25/1980 10:52 AM	07/25/1980 10:52 AM
07/25/1980 11:02 AM	07/25/1980 11:02 AM
07/25/1980 11:05 AM	07/25/1980 11:09 AM
07/25/1980 11:20 AM	07/25/1980 11:20 AM
07/25/1980 11:30 AM	07/25/1980 11:30 AM
07/25/1980 12:00 PM	07/25/1980 12:03 PM
07/25/1980 12:03 PM	07/25/1980 12:17 PM
07/25/1980 12:05 PM	07/25/1980 12:10 PM
07/25/1980 1:00 PM	07/25/1980 2:40 PM
07/25/1980 1:05 PM	07/25/1980 1:06 PM
07/25/1980 1:17 PM	07/25/1980 1:18 PM
07/25/1980 1:20 PM	07/25/1980 1:22 PM
07/25/1980 2:00 PM	07/25/1980 3:12 PM
07/25/1980 2:05 PM	07/25/1980 2:05 PM
07/25/1980 2:15 PM	07/25/1980 2:18 PM
07/25/1980 3:00 PM	07/25/1980 3:04 PM
07/25/1980 3:00 PM	07/25/1980 4:37 PM
07/25/1980 3:04 PM	07/25/1980 3:04 PM
07/25/1980 3:13 PM	07/25/1980 3:13 PM
07/25/1980 3:15 PM	07/25/1980 3:15 PM
07/25/1980 3:15 PM	07/25/1980 3:17 PM
07/25/1980 3:40 PM	07/25/1980 3:51 PM
07/25/1980 4:05 PM	07/25/1980 4:11 PM
07/25/1980 4:30 PM	07/25/1980 4:30 PM
07/25/1980 5:00 PM	07/25/1980 5:12 PM
07/25/1980 5:05 PM	07/25/1980 5:05 PM
07/25/1980 5:15 PM	07/25/1980 5:16 PM
07/25/1980 5:17 PM	07/25/1980 5:17 PM
07/25/1980 6:05 PM	07/25/1980 6:09 PM
07/25/1980 7:00 PM	07/25/1980 7:09 PM
07/25/1980 7:01 PM	07/25/1980 7:01 PM
07/25/1980 7:15 PM	
07/25/1980 7:53 PM	07/25/1980 7:53 PM
07/25/1980 8:00 PM	07/25/1980 8:00 PM
07/25/1980 8:01 PM	07/25/1980 8:01 PM
07/25/1980 9:05 PM	07/25/1980 9:05 PM
07/25/1980 9:15 PM	07/25/1980 9:15 PM
07/25/1980 11:05 PM	07/25/1980 11:20 PM
07/25/1980 11:35 PM	07/25/1980 11:36 PM
07/26/1980 2:40 AM	07/26/1980 3:38 AM
07/26/1980 3:00 AM	07/26/1980 3:00 AM
07/26/1980 6:05 AM	07/26/1980 6:14 AM
07/26/1980 6:45 AM	07/26/1980 6:45 AM
07/26/1980 6:55 AM	07/26/1980 6:55 AM
07/26/1980 7:00 AM	07/26/1980 7:00 AM
07/26/1980 7:00 AM	07/26/1980 7:00 AM
07/26/1980 7:05 AM	07/26/1980 7:05 AM
07/26/1980 7:15 AM	07/26/1980 7:20 AM
07/26/1980 8:05 AM	07/26/1980 8:05 AM
07/26/1980 8:15 AM	07/26/1980 8:17 AM
07/26/1980 9:00 AM	07/26/1980 10:02 AM
07/26/1980 9:00 AM	07/26/1980 9:02 AM
07/26/1980 9:05 AM	07/26/1980 9:05 AM
07/26/1980 9:09 AM	07/26/1980 9:11 AM
07/26/1980 10:00 AM	07/26/1980 11:34 AM
07/26/1980 10:05 AM	07/26/1980 10:15 AM
07/26/1980 10:20 AM	07/26/1980 10:20 AM
07/26/1980 10:52 AM	07/26/1980 11:37 AM
07/26/1980 11:00 AM	07/26/1980 11:00 AM
07/26/1980 11:02 AM	07/26/1980 11:37 AM
07/26/1980 11:05 AM	07/26/1980 11:40 AM
07/26/1980 11:20 AM	07/26/1980 11:24 AM
